hr_fact_id,date,employee_key,department_key,job_key,location_key,salary,attrition_flag
50,2022-11-23,11,12,813,903,59268,0
51,2023-07-23,11,33,801,905,59268,0
52,2024-05-02,11,14,807,910,59268,0
53,2025-04-04,11,14,806,902,59268,0
54,2018-11-16,12,18,810,903,70347,0
55,2019-09-11,12,25,812,905,70347,0
56,2020-05-25,12,10,805,905,70347,0
57,2020-12-19,12,28,806,903,70347,0
58,2021-06-23,12,36,811,905,70347,0
59,2022-03-30,12,33,807,911,70347,0
60,2023-01-22,12,11,802,906,70347,0
61,2023-12-02,12,11,814,911,70347,0
62,2024-10-12,12,13,809,907,70347,0
63,2025-04-19,12,26,812,911,70347,0
64,2017-12-11,13,28,802,902,45301,0
65,2018-07-02,13,39,800,911,45301,0
66,2019-06-13,13,20,801,908,45301,0
67,2020-01-30,13,28,800,903,45301,0
68,2020-10-28,13,37,800,910,45301,0
69,2021-07-01,13,39,810,908,45301,0
70,2022-04-22,13,16,811,901,48880,0
71,2022-10-29,13,32,805,911,48880,0
72,2023-05-01,13,23,810,909,52090,0
73,2024-03-09,13,36,802,902,52090,0
74,2024-10-21,13,10,801,910,52090,0
75,2022-11-23,14,39,812,910,80775,0
76,2023-08-31,14,24,811,911,80775,0
77,2024-07-22,14,16,810,900,87403,0
78,2025-03-09,14,14,810,900,87403,0
79,2018-10-29,15,21,804,900,73284,0
80,2019-05-12,15,19,801,910,73284,0
81,2020-03-15,15,24,812,911,78272,0
82,2020-09-30,15,28,814,907,78272,0
83,2021-08-28,15,18,806,909,78272,0
84,2022-07-03,15,32,801,903,78272,0
85,2023-06-20,15,29,804,904,78272,0
86,2024-02-09,15,40,804,911,82952,0
87,2024-09-10,15,34,800,911,87362,0
88,2025-05-14,15,31,811,909,94568,0
89,2019-11-24,16,36,810,904,51049,0
90,2020-08-06,16,18,812,907,51049,0
91,2021-03-18,16,11,813,905,51049,0
92,2021-09-25,16,29,812,903,51049,0
93,2022-07-25,16,23,808,908,51049,0
94,2023-02-25,16,25,801,909,51049,0
95,2023-10-03,16,16,802,906,51049,0
96,2024-09-12,16,20,805,901,51049,0
97,2025-03-14,16,12,803,906,51049,0
98,2020-07-09,17,32,812,906,70037,0
99,2021-03-03,17,23,809,903,70037,0
100,2022-02-01,17,18,804,909,70037,0
101,2022-09-12,17,38,801,909,70037,0
102,2023-06-20,17,14,805,905,70037,0
103,2023-12-24,17,17,804,903,70037,0
104,2024-07-14,17,28,814,906,70037,0
105,2025-06-17,17,27,810,904,75742,0
106,2017-04-04,18,25,803,910,70640,0
107,2018-01-07,18,22,801,908,70640,0
108,2018-10-24,18,18,806,904,70640,0
109,2019-05-06,18,19,805,911,70640,0
110,2020-03-28,18,13,809,908,70640,0
111,2021-03-05,18,28,803,905,70640,0
112,2021-11-08,18,16,802,906,70640,0
113,2022-11-01,18,40,804,905,70640,0
114,2023-07-30,18,15,810,905,70640,0
115,2024-02-27,18,25,804,903,70640,0
116,2024-11-18,18,36,802,905,70640,0
117,2025-05-06,19,15,809,911,66670,0
118,2021-10-08,20,19,801,902,79986,0
119,2022-04-24,20,25,800,911,79986,0
120,2023-01-15,20,38,806,902,84040,0
121,2023-09-30,20,15,812,903,84040,0
122,2024-08-09,20,15,804,903,84040,0
123,2025-02-26,20,40,803,905,84040,0
124,2019-02-26,21,19,814,904,61638,0
125,2019-11-11,21,31,811,906,61638,0
126,2020-10-14,21,34,804,903,61638,0
127,2021-09-21,21,37,804,907,61638,0
128,2022-07-08,21,23,805,904,61638,0
129,2023-06-07,21,38,803,905,61638,0
130,2024-05-24,21,37,808,907,64056,0
131,2025-05-01,21,36,808,906,69342,0
132,2017-10-03,23,23,809,902,47901,0
133,2018-07-01,23,33,811,910,47901,0
134,2019-01-06,23,25,807,906,47901,0
135,2019-11-21,23,16,807,910,47901,0
136,2020-10-20,23,34,814,901,47901,0
137,2021-09-03,23,30,815,901,47901,0
138,2022-03-11,23,31,815,903,47901,0
139,2023-01-17,23,37,807,908,47901,0
140,2023-11-02,23,23,813,911,47901,0
141,2024-05-24,23,36,801,905,47901,0
142,2024-11-21,23,12,802,909,47901,0
143,2023-03-27,25,26,807,900,81556,0
144,2024-03-06,25,10,814,904,81556,0
145,2024-12-24,25,27,801,901,81556,0
146,2021-07-04,26,35,801,908,60327,0
147,2022-01-18,26,30,808,907,60327,0
148,2022-10-23,26,30,804,905,60327,0
149,2023-06-18,26,17,813,909,60327,0
150,2024-01-20,26,28,813,905,60327,0
151,2024-10-13,26,32,815,900,65928,0
152,2025-05-28,26,29,814,901,65928,0
153,2019-11-10,27,11,814,908,35456,0
154,2020-10-26,27,21,815,904,35456,0
155,2021-05-22,27,14,802,905,35456,0
156,2022-05-08,27,18,803,909,35456,0
157,2023-04-21,27,27,815,904,35456,0
158,2023-12-31,27,33,808,903,35456,0
159,2024-11-08,27,26,811,904,37025,0
160,2018-08-05,28,20,810,901,40338,0
161,2019-06-30,28,21,815,911,40338,0
162,2020-03-24,28,10,805,908,40338,0
163,2020-11-11,28,35,815,911,40338,0
164,2021-08-03,28,27,804,902,40338,0
165,2022-05-20,28,39,809,905,40338,0
166,2022-11-27,28,32,811,904,40338,0
167,2023-08-29,28,14,813,902,40338,0
168,2024-03-07,28,21,804,906,40338,0
169,2024-10-14,28,40,811,900,40338,0
170,2019-03-21,30,34,809,904,59493,0
171,2020-02-27,30,11,800,910,59493,0
172,2020-09-04,30,10,807,902,59493,0
173,2021-04-20,30,14,802,905,59493,0
174,2021-12-08,30,33,801,909,59493,0
175,2022-10-20,30,11,805,910,59493,0
176,2023-08-14,30,22,811,901,59493,0
177,2024-07-27,30,17,810,901,59493,0
178,2025-04-15,30,39,808,904,59493,0
179,2016-08-21,31,15,812,911,57047,0
180,2017-05-27,31,11,803,900,57047,0
181,2018-04-23,31,32,803,911,59610,0
182,2018-12-07,31,27,811,903,59610,0
183,2019-10-24,31,24,804,909,65069,0
184,2020-08-13,31,34,800,909,65069,0
185,2021-05-21,31,34,807,911,65069,0
186,2022-01-15,31,11,812,900,65069,0
187,2022-11-09,31,10,815,902,65069,0
188,2023-08-30,31,25,807,905,65069,0
189,2024-04-03,31,33,804,910,65069,0
190,2024-09-30,31,13,813,905,65069,0
191,2025-05-25,31,22,815,911,65069,0
192,2018-12-02,32,34,813,900,62719,0
193,2019-07-12,32,17,813,909,62719,0
194,2020-04-04,32,28,814,905,66602,0
195,2021-03-12,32,13,806,904,66602,0
196,2022-01-10,32,22,805,907,66602,0
197,2022-08-24,32,37,802,901,66602,0
198,2023-07-11,32,19,815,907,66602,0
199,2024-05-29,32,14,806,908,66602,0
200,2025-01-27,32,23,810,911,71239,0
201,2019-06-16,33,11,802,904,55056,0
202,2020-05-03,33,38,809,908,55056,0
203,2021-01-06,33,30,814,905,55056,0
204,2021-08-15,33,27,806,902,55056,0
205,2022-02-25,33,22,808,900,60007,0
206,2022-12-22,33,25,801,902,60007,0
207,2023-08-07,33,33,807,907,60007,0
208,2024-07-23,33,36,815,900,60007,0
209,2025-05-30,33,15,809,905,64799,0
210,2018-03-30,34,26,811,906,66698,0
211,2019-02-18,34,29,803,907,66698,0
212,2019-08-29,34,13,814,908,66698,0
213,2020-04-13,34,18,803,911,66698,0
214,2021-01-19,34,28,813,908,66698,0
215,2021-08-26,34,38,800,900,66698,0
216,2022-08-11,34,33,810,910,66698,0
217,2023-07-31,34,19,805,900,66698,0
218,2024-03-13,34,37,815,900,66698,0
219,2025-01-28,34,39,805,908,66698,0
220,2025-02-02,36,33,802,905,80169,0
221,2023-01-31,37,22,805,902,53494,0
222,2024-01-12,37,36,812,904,53494,0
223,2024-09-27,37,17,815,905,53494,0
224,2020-02-01,38,17,810,905,76521,0
225,2020-08-26,38,39,810,910,76521,0
226,2021-06-20,38,33,810,904,76521,0
227,2022-05-07,38,13,801,907,76521,0
228,2023-04-01,38,33,812,910,76521,0
229,2023-11-24,38,38,812,910,76521,0
230,2024-11-04,38,21,814,907,76521,0
231,2024-05-15,39,38,804,907,66220,0
232,2025-03-06,39,21,813,902,66220,0
233,2017-04-06,40,27,806,907,40854,0
234,2017-10-21,40,27,813,902,40854,0
235,2018-07-04,40,20,801,905,42428,0
236,2019-02-12,40,16,813,907,42428,0
237,2019-08-30,40,40,809,904,42428,0
238,2020-05-27,40,19,814,906,42428,0
239,2020-12-06,40,11,813,905,42428,0
240,2021-07-11,40,38,812,910,42428,0
241,2022-01-21,40,21,811,910,42428,0
242,2022-11-21,40,20,811,911,42428,0
243,2023-08-23,40,11,808,911,42428,0
244,2024-03-06,40,32,804,903,42428,0
245,2025-01-11,40,14,800,910,42428,0
246,2025-04-03,41,38,802,909,57489,0
247,2021-02-24,42,22,809,901,46035,0
248,2021-11-19,42,19,805,906,46035,0
249,2022-07-09,42,39,800,902,46035,0
250,2023-01-05,42,17,808,911,46035,0
251,2023-11-19,42,35,812,902,46035,0
252,2024-11-05,42,10,809,905,46035,0
253,2023-07-05,43,32,804,909,55493,0
254,2024-05-10,43,28,807,902,55493,0
255,2024-11-22,43,32,813,904,55493,0
256,2016-09-10,44,18,803,903,55813,0
257,2017-04-10,44,32,808,908,55813,0
258,2018-01-04,44,19,814,908,55813,0
259,2018-07-21,44,21,814,909,55813,0
260,2019-06-07,44,17,811,908,55813,0
261,2020-04-10,44,14,802,902,55813,0
262,2020-11-25,44,12,811,911,55813,0
263,2021-08-01,44,28,800,905,55813,0
264,2022-06-15,44,25,809,908,55813,0
265,2023-01-01,44,36,805,901,55813,0
266,2023-07-23,44,29,803,905,55813,0
267,2024-05-09,44,23,801,907,55813,0
268,2024-11-09,44,38,815,910,55813,0
269,2025-06-19,44,34,803,900,55813,0
270,2022-08-20,45,15,811,901,71260,0
271,2023-07-21,45,29,800,904,75560,0
272,2024-04-20,45,40,805,906,75560,0
273,2025-01-13,45,16,802,908,75560,0
274,2020-04-25,46,27,810,911,72811,0
275,2021-01-16,46,35,812,903,72811,0
276,2021-10-16,46,27,805,909,72811,0
277,2022-08-18,46,14,810,904,72811,0
278,2023-03-10,46,36,800,904,72811,0
279,2024-01-26,46,15,805,901,72811,0
280,2024-11-04,46,18,801,903,72811,0
281,2025-05-20,46,37,806,908,72811,0
282,2025-01-25,47,34,802,904,37338,0
283,2025-02-08,48,15,811,907,56365,0
284,2021-07-01,49,17,804,906,70790,0
285,2022-03-07,49,30,814,900,70790,0
286,2023-01-23,49,22,813,903,70790,0
287,2023-11-27,49,28,814,910,70790,0
288,2024-07-28,49,17,806,901,70790,0
289,2025-05-03,49,18,801,903,70790,0
290,2022-02-03,50,27,808,906,62523,0
291,2022-11-12,50,37,806,900,62523,0
292,2023-05-11,50,40,805,904,62523,0
293,2023-12-26,50,16,810,904,68548,0
294,2024-10-18,50,12,807,905,68548,0
295,2025-05-11,50,37,804,910,68548,0
296,2018-09-15,51,19,803,905,45939,0
297,2019-05-05,51,40,814,901,45939,0
298,2019-11-08,51,31,801,900,45939,0
299,2020-07-07,51,25,811,909,45939,0
300,2021-06-19,51,28,812,911,45939,0
301,2022-02-01,51,15,815,910,45939,0
302,2022-12-01,51,40,801,903,45939,0
303,2023-10-14,51,24,812,903,45939,0
304,2024-06-23,51,25,801,910,45939,0
305,2025-01-30,51,16,806,911,45939,0
306,2017-08-08,52,14,800,904,49175,0
307,2018-06-19,52,31,800,911,49175,0
308,2019-01-11,52,20,805,907,49175,0
309,2019-10-01,52,24,807,911,49175,0
310,2020-04-26,52,28,807,906,49175,0
311,2021-02-06,52,37,806,907,49175,0
312,2021-09-21,52,31,809,903,49175,0
313,2022-06-19,52,28,812,909,49175,0
314,2023-05-27,52,39,807,901,49175,0
315,2024-03-09,52,39,809,901,49175,0
316,2024-12-27,52,12,811,909,49175,0
317,2021-06-27,53,20,804,901,46036,0
318,2022-05-22,53,12,803,907,46036,0
319,2023-02-27,53,13,812,901,46036,0
320,2023-11-02,53,12,803,906,46036,0
321,2024-05-20,53,34,809,904,46036,0
322,2025-02-22,53,16,813,903,46036,0
323,2023-05-02,54,23,814,901,83966,0
324,2024-02-29,54,12,810,901,83966,0
325,2024-10-30,54,31,806,908,83966,0
326,2019-09-02,55,17,804,910,74245,0
327,2020-05-28,55,18,802,907,74245,0
328,2021-02-14,55,32,805,911,74245,0
329,2021-10-17,55,37,808,903,74245,0
330,2022-07-24,55,11,815,902,74245,0
331,2023-05-27,55,17,801,904,74245,0
332,2024-04-18,55,35,807,900,74245,0
333,2024-12-09,55,29,809,911,74245,0
334,2018-12-23,56,23,809,905,35799,0
335,2019-08-21,56,40,808,900,35799,0
336,2020-03-13,56,36,802,910,35799,0
337,2020-09-27,56,17,811,902,35799,0
338,2021-07-01,56,29,814,904,35799,0
339,2022-01-11,56,27,805,904,35799,0
340,2022-07-31,56,17,800,903,37790,0
341,2023-05-26,56,37,811,905,37790,0
342,2023-11-23,56,24,812,903,37790,0
343,2024-10-11,56,27,806,905,37790,0
344,2024-06-16,57,36,814,906,49736,0
345,2025-02-26,57,35,802,904,51988,0
346,2023-04-25,58,39,800,907,72840,0
347,2024-03-11,58,28,807,907,72840,0
348,2024-10-12,58,27,808,905,72840,0
349,2025-04-10,58,32,801,902,72840,0
350,2022-02-24,59,35,805,910,73806,0
351,2022-11-09,59,24,810,909,73806,0
352,2023-10-26,59,40,813,909,73806,0
353,2024-09-02,59,10,809,902,73806,0
354,2025-05-18,59,37,806,906,73806,0
355,2021-10-04,60,39,806,907,74881,0
356,2022-07-02,60,11,809,906,74881,0
357,2023-06-03,60,25,802,902,74881,0
358,2024-05-20,60,31,810,901,74881,0
359,2025-02-10,60,29,808,909,80440,0
360,2021-10-26,61,25,806,905,66755,0
361,2022-09-27,61,24,807,902,66755,0
362,2023-05-12,61,10,806,902,66755,0
363,2024-05-03,61,38,810,900,66755,0
364,2024-11-03,61,32,805,907,66755,0
365,2019-01-05,62,18,815,904,52901,0
366,2019-08-04,62,39,809,902,52901,0
367,2020-05-06,62,36,806,908,52901,0
368,2021-01-22,62,12,806,908,52901,0
369,2021-11-23,62,19,814,901,52901,0
370,2022-09-09,62,26,802,905,52901,0
371,2023-08-03,62,13,811,910,55332,0
372,2024-04-15,62,40,805,911,55332,0
373,2025-03-02,62,21,814,910,55332,0
374,2023-08-30,63,24,801,909,78099,0
375,2024-05-07,63,18,815,908,78099,0
376,2025-03-15,63,17,810,906,78099,0
377,2019-12-14,64,39,803,907,70556,0
378,2020-08-10,64,14,804,901,70556,0
379,2021-07-23,64,37,801,900,72921,0
380,2022-04-07,64,40,804,903,72921,0
381,2022-10-13,64,16,801,903,72921,0
382,2023-05-25,64,39,812,903,72921,0
383,2024-05-04,64,37,804,911,72921,0
384,2024-12-13,64,35,813,902,72921,0
385,2025-06-16,64,23,812,907,72921,0
386,2019-05-11,67,20,801,910,61807,0
387,2020-05-04,67,22,804,906,61807,0
388,2020-12-21,67,17,803,901,61807,0
389,2021-12-13,67,30,809,907,61807,0
390,2022-11-18,67,36,802,910,61807,0
391,2023-10-21,67,25,815,909,61807,0
392,2024-10-05,67,11,801,904,61807,0
393,2017-11-06,68,36,802,906,59607,0
394,2018-09-22,68,27,807,909,59607,0
395,2019-05-03,68,11,811,906,59607,0
396,2019-12-25,68,34,811,909,59607,0
397,2020-11-06,68,39,801,902,59607,0
398,2021-05-10,68,13,812,910,59607,0
399,2021-11-06,68,25,803,906,59607,0
400,2022-07-26,68,34,814,908,59607,0
401,2023-03-09,68,26,806,901,61419,0
402,2024-01-12,68,19,807,909,61419,0
403,2025-01-01,68,26,810,906,61419,0
404,2017-05-12,69,30,813,905,84181,0
405,2017-12-15,69,30,809,908,84181,0
406,2018-10-31,69,21,814,902,84181,0
407,2019-06-09,69,38,801,903,84181,0
408,2019-12-14,69,35,812,903,84181,0
409,2020-06-15,69,21,807,910,84181,0
410,2021-05-20,69,26,813,908,84181,0
411,2021-12-01,69,13,811,909,84181,0
412,2022-07-09,69,33,810,911,84181,0
413,2023-07-01,69,36,809,904,84181,0
414,2024-03-11,69,31,814,911,84181,0
415,2025-02-21,69,13,808,905,84181,0
416,2023-02-16,70,28,810,906,38351,0
417,2023-09-28,70,19,815,910,38351,0
418,2024-08-27,70,37,800,901,38351,0
419,2025-06-17,70,16,809,902,38351,0
420,2019-04-26,71,32,805,908,53468,0
421,2020-04-12,71,33,815,907,53468,0
422,2021-02-22,71,30,810,911,53468,0
423,2021-10-20,71,17,811,903,53468,0
424,2022-09-28,71,29,803,903,53468,0
425,2023-05-17,71,11,805,901,55493,0
426,2023-12-25,71,32,802,902,55493,0
427,2024-11-08,71,21,810,906,55493,0
428,2025-03-10,72,22,804,911,77711,0
429,2019-09-01,73,31,809,909,40544,0
430,2020-03-20,73,33,813,908,40544,0
431,2020-12-30,73,22,809,902,40544,0
432,2021-07-20,73,40,808,901,40544,0
433,2022-01-26,73,16,811,901,40544,0
434,2022-08-11,73,19,800,901,40544,0
435,2023-07-31,73,33,815,905,40544,0
436,2024-03-31,73,21,807,910,40544,0
437,2025-03-04,73,12,807,906,40544,0
438,2022-09-27,74,29,809,905,51371,0
439,2023-04-12,74,23,805,906,51371,0
440,2024-03-27,74,30,808,906,51371,0
441,2024-12-09,74,23,814,908,51371,0
442,2022-11-11,75,18,806,910,74295,0
443,2023-11-06,75,19,803,905,74295,0
444,2024-09-23,75,13,810,908,74295,0
445,2025-06-29,75,30,815,902,74295,0
446,2016-10-03,76,21,812,905,69190,0
447,2017-04-20,76,39,803,904,69190,0
448,2018-03-19,76,34,815,900,69190,0
449,2018-12-15,76,26,815,900,69190,0
450,2019-07-28,76,26,805,910,69190,0
451,2020-07-06,76,13,806,910,69190,0
452,2021-02-14,76,35,815,901,69190,0
453,2021-10-01,76,25,815,909,69190,0
454,2022-05-26,76,28,806,908,69190,0
455,2023-04-15,76,27,815,909,69190,0
456,2023-11-07,76,22,807,904,69190,0
457,2024-08-06,76,27,805,905,69190,0
458,2018-10-01,77,29,806,900,68302,0
459,2019-09-26,77,20,810,906,74861,0
460,2020-06-22,77,23,805,908,74861,0
461,2021-02-24,77,17,804,900,74861,0
462,2021-11-23,77,28,815,905,74861,0
463,2022-05-29,77,27,814,903,74861,0
464,2023-04-30,77,29,815,910,74861,0
465,2024-01-05,77,14,804,910,74861,0
466,2024-08-14,77,27,807,911,74861,0
467,2022-11-08,78,12,812,908,41959,0
468,2023-10-04,78,24,812,907,41959,0
469,2024-07-22,78,13,801,911,41959,0
470,2025-05-28,78,15,802,905,41959,0
471,2022-05-12,79,23,808,904,71253,0
472,2023-04-15,79,29,806,908,71253,0
473,2024-02-13,79,32,814,904,71253,0
474,2024-08-15,79,20,809,906,71253,0
475,2017-04-09,80,12,810,904,36405,0
476,2017-11-26,80,11,815,901,36405,0
477,2018-11-04,80,32,812,911,36405,0
478,2019-06-07,80,13,805,905,36405,0
479,2019-12-21,80,35,800,901,36405,0
480,2020-10-13,80,16,808,908,36405,0
481,2021-07-18,80,23,802,904,36405,0
482,2022-05-08,80,25,813,910,38824,0
483,2023-02-05,80,38,812,910,38824,0
484,2023-10-22,80,24,802,902,38824,0
485,2024-08-05,80,20,815,900,38824,0
486,2025-03-30,80,23,801,900,40772,0
487,2020-01-10,81,19,800,908,58426,0
488,2020-12-28,81,25,804,900,58426,0
489,2021-12-13,81,27,800,911,58426,0
490,2022-07-10,81,39,801,910,58426,0
491,2023-04-26,81,26,807,907,58426,0
492,2023-11-06,81,11,814,903,58426,0
493,2024-10-17,81,30,800,911,58426,0
494,2021-02-18,82,33,802,909,84008,0
495,2021-12-10,82,12,809,911,84008,0
496,2022-10-23,82,19,803,910,84008,0
497,2023-06-06,82,34,804,900,84008,0
498,2024-05-18,82,23,814,903,90222,0
499,2025-02-02,82,39,802,902,97784,0
500,2022-12-03,83,32,809,911,57928,0
501,2023-06-19,83,37,800,907,57928,0
502,2024-01-16,83,30,809,900,57928,0
503,2024-12-27,83,37,804,901,61547,0
504,2017-03-24,84,10,800,900,84484,0
505,2018-02-20,84,18,813,903,84484,0
506,2018-12-05,84,29,813,906,84484,0
507,2019-06-20,84,29,808,903,84484,0
508,2019-12-19,84,16,805,900,84484,0
509,2020-07-18,84,12,804,906,84484,0
510,2021-07-01,84,25,808,911,84484,0
511,2022-05-16,84,28,809,905,84484,0
512,2023-02-23,84,13,805,900,84484,0
513,2023-12-20,84,31,812,904,84484,0
514,2024-07-01,84,34,803,902,84484,0
515,2025-02-11,84,10,809,907,90704,0
516,2022-03-17,85,32,806,904,57711,0
517,2023-03-07,85,34,800,904,57711,0
518,2023-12-10,85,13,803,902,62140,0
519,2024-09-30,85,11,801,906,62140,0
520,2022-10-28,86,20,808,902,71994,0
521,2023-05-02,86,32,814,903,71994,0
522,2023-11-14,86,35,815,907,71994,0
523,2024-07-14,86,37,814,905,76151,0
524,2025-04-20,86,14,800,901,76151,0
525,2022-09-07,87,21,814,911,50711,0
526,2023-06-14,87,31,810,901,50711,0
527,2024-04-02,87,22,802,907,50711,0
528,2025-01-06,87,12,813,905,50711,0
529,2021-01-31,89,20,805,905,71906,0
530,2021-09-13,89,13,807,901,71906,0
531,2022-07-16,89,32,803,910,71906,0
532,2023-07-11,89,25,807,910,71906,0
533,2024-04-23,89,40,811,903,71906,0
534,2024-10-27,89,38,813,902,71906,0
535,2023-06-12,90,12,801,909,73949,0
536,2024-04-05,90,27,813,911,73949,0
537,2024-11-07,90,15,802,908,73949,0
538,2025-06-16,90,18,802,906,76578,0
539,2024-05-10,91,22,806,905,48968,0
540,2025-03-16,91,29,804,907,48968,0
541,2019-12-13,92,28,805,909,61418,0
542,2020-10-17,92,11,810,903,61418,0
543,2021-04-19,92,21,811,911,61418,0
544,2022-02-16,92,23,800,905,61418,0
545,2022-11-14,92,27,807,906,61418,0
546,2023-06-14,92,12,804,903,61418,0
547,2024-05-21,92,29,812,904,61418,0
548,2025-02-05,92,26,806,910,61418,0
549,2021-10-26,93,15,808,904,43639,0
550,2022-10-06,93,27,807,909,43639,0
551,2023-05-01,93,31,800,907,43639,0
552,2024-03-02,93,23,809,903,43639,0
553,2025-01-14,93,34,801,901,43639,0
554,2020-03-29,94,20,811,910,35439,0
555,2020-11-06,94,38,811,907,35439,0
556,2021-10-18,94,31,809,907,35439,0
557,2022-05-14,94,14,804,901,35439,0
558,2023-03-31,94,14,810,907,35439,0
559,2023-10-22,94,30,812,911,35439,0
560,2024-09-12,94,23,809,904,37841,0
561,2017-08-27,95,12,809,905,37617,0
562,2018-03-12,95,34,810,905,37617,0
563,2018-12-25,95,27,815,911,37617,0
564,2019-10-23,95,19,808,904,37617,0
565,2020-08-22,95,27,800,905,37617,0
566,2021-03-25,95,40,801,910,37617,0
567,2022-03-17,95,40,812,910,37617,0
568,2022-10-19,95,14,813,908,37617,0
569,2023-04-28,95,40,810,908,37617,0
570,2024-03-20,95,18,811,908,37617,0
571,2025-02-18,95,26,800,903,37617,0
572,2025-03-01,96,14,804,902,50014,0
573,2024-08-03,97,25,811,901,59176,0
574,2025-03-01,97,15,806,901,59176,0
575,2020-01-09,98,31,806,908,56810,0
576,2020-08-28,98,30,802,901,56810,0
577,2021-03-20,98,24,814,906,56810,0
578,2022-02-09,98,25,803,902,56810,0
579,2022-10-10,98,23,804,907,56810,0
580,2023-08-06,98,20,806,903,56810,0
581,2024-04-21,98,36,812,904,56810,0
582,2024-10-27,98,15,810,903,56810,0
583,2025-05-08,98,15,800,904,56810,0
584,2023-10-22,99,26,810,907,83841,0
585,2024-09-02,99,29,800,909,83841,0
586,2020-12-21,100,12,813,904,66107,0
587,2021-07-31,100,14,804,909,72406,0
588,2022-06-02,100,23,808,905,72406,0
589,2023-04-30,100,38,808,905,72406,0
590,2023-11-01,100,38,810,901,72406,0
591,2024-05-16,100,14,801,906,72406,0
592,2025-01-14,100,21,808,908,72406,0
593,2021-05-18,101,20,815,909,59562,0
594,2021-12-15,101,25,803,909,59562,0
595,2022-10-20,101,32,809,908,59562,0
596,2023-04-22,101,39,811,906,59562,0
597,2023-10-31,101,21,807,909,59562,0
598,2024-06-01,101,25,807,901,59562,0
599,2025-02-08,101,10,806,900,62427,0
600,2016-11-12,102,13,813,910,50877,0
601,2017-06-26,102,37,815,902,50877,0
602,2018-02-06,102,19,806,909,50877,0
603,2018-08-15,102,33,814,905,50877,0
604,2019-06-28,102,35,805,907,50877,0
605,2020-01-09,102,28,802,907,50877,0
606,2020-10-24,102,29,800,907,54918,0
607,2021-06-17,102,38,809,904,54918,0
608,2022-01-30,102,15,802,902,54918,0
609,2022-08-15,102,22,803,901,54918,0
610,2023-03-19,102,29,806,909,54918,0
611,2024-03-05,102,29,810,904,54918,0
612,2025-01-25,102,37,804,909,54918,0
613,2021-09-19,103,31,809,903,73600,0
614,2022-09-14,103,27,803,901,73600,0
615,2023-06-26,103,14,801,904,73600,0
616,2024-04-24,103,29,804,905,73600,0
617,2024-11-14,103,30,815,900,77769,0
618,2025-06-03,103,15,804,911,77769,0
619,2024-04-10,104,18,803,903,53273,0
620,2024-11-04,104,38,807,909,53273,0
621,2021-02-23,105,26,806,904,50279,0
622,2021-11-04,105,22,806,909,52873,0
623,2022-08-10,105,16,806,910,52873,0
624,2023-02-16,105,39,811,901,52873,0
625,2023-08-31,105,12,800,900,52873,0
626,2024-07-07,105,29,813,901,52873,0
627,2025-05-09,105,11,815,901,52873,0
628,2021-06-22,107,12,810,904,50446,0
629,2022-01-01,107,40,812,907,50446,0
630,2022-09-18,107,37,800,907,50446,0
631,2023-09-03,107,12,803,903,50446,0
632,2024-03-06,107,14,807,911,50446,0
633,2025-01-02,107,23,811,903,50446,0
