sale_id,date,customer_key,product_key,sales_rep_key,region_key,vendor_key,amount,units
325,2022-04-28,464,7,96,401,60,18869.43,1
326,2025-09-19,466,8,240,400,126,29431.58,1
327,2022-05-03,467,7,379,402,88,21164.61,1
328,2024-08-05,468,8,440,403,87,27787.05,1
329,2022-07-02,469,7,209,401,160,17486.83,1
330,2025-02-27,470,8,224,403,70,25124.62,1
331,2022-11-27,471,6,48,400,132,14146.28,1
332,2022-08-24,473,8,476,401,10,25103.05,1
333,2023-12-04,474,6,343,403,142,12792.9,1
334,2025-11-08,475,6,101,401,2,14410.87,1
335,2022-11-11,478,7,28,402,77,18612.44,1
336,2025-07-30,479,7,107,403,99,21947.44,1
337,2023-07-30,482,7,238,402,178,17307.08,1
338,2024-07-11,483,8,228,403,85,26867.54,1
339,2024-06-23,484,7,10,400,53,16114.37,1
340,2025-02-10,486,6,406,403,111,15636.95,1
341,2023-12-31,487,7,335,403,111,20571.79,1
342,2025-11-20,488,6,447,403,4,15700.28,1
343,2025-04-15,489,7,377,403,143,19271.22,1
344,2023-10-21,491,7,432,402,187,18288.04,1
345,2024-02-04,492,7,44,403,42,17601.34,1
346,2024-09-19,493,6,444,400,157,14848.19,1
347,2023-07-14,494,7,394,401,163,21960.59,1
348,2024-05-01,495,6,68,401,18,15204.16,1
349,2023-08-20,496,7,48,403,69,19076.04,1
350,2025-12-09,497,6,263,401,22,13785.38,1
351,2023-12-31,498,6,93,401,7,13461.0,1
352,2024-02-18,499,8,337,400,8,27174.44,1
353,2025-05-13,501,6,9,401,45,13305.49,1
354,2024-09-11,502,7,279,402,112,17195.85,1
355,2023-12-06,503,7,173,401,119,21441.35,1
356,2025-11-18,504,6,472,401,167,14768.1,1
357,2023-01-24,509,7,155,401,189,17565.62,1
358,2024-04-28,510,6,499,401,29,13699.76,1
359,2022-06-07,512,7,135,401,168,20713.98,1
360,2024-07-14,513,8,18,403,80,28079.88,1
361,2025-08-14,514,8,304,402,115,26042.02,1
362,2024-06-20,516,8,491,401,135,24444.37,1
363,2025-02-01,518,6,306,403,110,14900.34,1
364,2025-05-08,520,6,254,402,56,12845.35,1
365,2022-06-15,521,7,488,401,58,17527.94,1
366,2025-03-18,522,6,235,400,24,12305.29,1
367,2023-04-07,523,7,44,402,169,19959.11,1
368,2025-10-19,524,6,316,401,65,14650.4,1
369,2025-04-14,525,7,89,401,23,17407.85,1
370,2023-02-18,526,8,111,401,100,27451.89,1
371,2023-02-12,527,7,137,402,81,20277.73,1
372,2023-08-26,528,6,297,403,36,15224.33,1
373,2022-08-11,529,7,197,400,42,21585.62,1
374,2022-02-20,530,7,97,402,41,20143.31,1
375,2022-05-28,531,7,115,403,68,16639.95,1
376,2023-07-13,532,7,245,400,177,18193.47,1
377,2025-02-24,533,7,366,401,116,18587.29,1
378,2022-09-24,534,6,334,403,59,12792.07,1
379,2024-06-16,535,7,251,402,35,18871.21,1
380,2024-06-25,536,7,4,403,121,18770.11,1
381,2023-09-05,537,7,219,402,196,19221.31,1
382,2023-12-03,538,6,288,403,186,15929.43,1
383,2025-01-31,539,7,295,401,78,21430.51,1
384,2023-10-27,540,7,42,401,110,20040.29,1
385,2025-12-16,541,7,111,402,173,16020.67,1
386,2024-10-14,543,8,411,402,76,25866.55,1
387,2025-04-30,544,8,70,401,141,27760.31,1
388,2022-12-15,547,7,89,401,190,21365.39,1
389,2022-09-13,549,8,212,401,89,29611.8,1
390,2025-03-29,550,8,111,400,144,24459.12,1
391,2023-07-08,552,8,81,401,120,27527.35,1
392,2022-10-31,553,7,329,402,119,17983.63,1
393,2023-12-20,554,6,245,403,98,15980.75,1
394,2022-04-06,555,8,99,402,159,27369.97,1
395,2023-08-27,556,6,349,403,86,14026.84,1
396,2024-01-25,557,7,283,401,24,16365.14,1
397,2023-03-21,560,6,52,400,145,15826.07,1
398,2023-09-06,561,8,348,400,50,26479.19,1
399,2024-01-01,562,7,310,403,14,20177.48,1
400,2022-04-15,563,8,260,401,11,25754.38,1
401,2022-07-04,564,7,181,403,137,17378.71,1
402,2022-03-09,565,8,181,401,128,26429.68,1
403,2023-09-21,566,8,109,400,118,25627.67,1
404,2024-03-23,567,8,165,403,154,28906.19,1
405,2024-06-17,568,6,321,400,60,15026.25,1
406,2022-08-19,570,8,297,402,115,25661.52,1
407,2023-11-01,571,8,241,403,105,27456.6,1
408,2025-12-18,572,6,356,403,11,14301.86,1
409,2025-11-10,574,7,111,403,65,18648.28,1
410,2024-05-03,576,6,330,403,127,15355.56,1
411,2024-07-21,577,6,415,402,27,15766.01,1
412,2024-11-23,578,7,114,402,103,16492.72,1
413,2023-11-16,579,6,35,401,8,12821.28,1
414,2025-11-12,580,7,345,400,180,18590.52,1
415,2022-04-17,581,6,271,400,106,14610.5,1
416,2024-06-22,583,7,428,400,24,18067.96,1
417,2025-10-14,585,7,306,401,29,16855.85,1
418,2022-11-05,586,7,164,403,111,20100.41,1
419,2024-09-13,588,7,494,403,56,21664.29,1
420,2024-05-07,589,8,187,402,49,25228.36,1
421,2025-01-27,590,6,464,401,114,13937.64,1
422,2024-09-28,591,6,212,403,57,12021.12,1
423,2023-03-04,592,8,437,403,61,25536.22,1
424,2025-07-06,594,6,240,403,56,13944.11,1
425,2023-07-12,595,8,176,403,131,29594.37,1
426,2023-07-19,596,6,495,401,143,15376.48,1
427,2023-12-13,597,8,345,400,96,29819.19,1
428,2022-06-06,598,8,429,403,69,24089.43,1
429,2022-03-03,601,6,135,401,82,15629.09,1
430,2023-09-23,602,7,282,403,197,16195.17,1
431,2024-10-11,603,8,76,402,169,26092.8,1
432,2023-07-29,604,7,360,401,36,17729.46,1
433,2025-08-26,605,8,209,401,33,28860.44,1
434,2024-03-12,606,6,463,402,96,14449.38,1
435,2025-08-13,608,8,26,402,134,28912.6,1
436,2022-03-15,609,8,102,402,83,26952.79,1
437,2023-01-16,610,7,12,401,10,19394.02,1
438,2023-07-01,614,7,462,402,122,21805.84,1
439,2024-10-11,615,6,360,403,69,12414.7,1
440,2024-01-14,616,6,112,401,120,13819.38,1
441,2023-08-08,617,6,65,401,195,13477.55,1
442,2025-06-13,618,6,435,401,81,13349.26,1
443,2023-05-05,619,7,414,401,65,20848.55,1
444,2022-09-24,620,8,443,401,104,28268.42,1
445,2022-08-10,621,7,470,403,122,21587.29,1
446,2022-07-03,622,7,291,401,54,19848.47,1
447,2024-12-15,623,7,195,400,46,17953.03,1
448,2022-03-18,624,6,243,400,10,13744.45,1
449,2025-01-28,626,6,427,401,170,13803.78,1
450,2025-09-15,627,7,433,401,41,18734.85,1
451,2023-05-21,628,6,314,401,1,15817.42,1
452,2024-09-18,631,8,259,402,44,25229.06,1
453,2025-08-10,632,6,117,403,96,14433.94,1
454,2024-08-02,633,7,406,400,113,20461.21,1
455,2023-03-23,635,7,109,401,74,17263.03,1
456,2022-06-18,636,6,291,400,75,14689.13,1
457,2023-02-02,640,8,59,403,9,26300.2,1
458,2024-07-21,644,7,470,403,198,19746.98,1
459,2022-05-02,645,8,335,402,2,27978.34,1
460,2024-08-19,647,8,67,400,102,24009.9,1
461,2022-01-04,648,8,173,401,197,25401.79,1
462,2025-09-04,649,7,495,402,157,21507.49,1
463,2025-10-12,651,7,482,401,12,16764.16,1
464,2022-01-02,652,6,316,400,66,15214.51,1
465,2023-07-07,653,6,479,400,58,12317.49,1
466,2024-12-06,654,6,206,401,164,13707.03,1
467,2024-03-13,655,7,431,401,161,16641.1,1
468,2025-05-23,656,6,452,401,177,14262.82,1
469,2022-09-10,660,6,263,402,37,12484.25,1
470,2025-09-11,661,6,314,401,73,15291.17,1
471,2022-02-10,662,6,348,402,168,15508.0,1
472,2025-05-03,663,7,116,401,186,21006.97,1
473,2023-09-19,665,6,236,402,196,15613.76,1
474,2024-02-06,666,6,172,402,177,12181.78,1
475,2023-11-22,667,6,95,400,135,13264.51,1
476,2025-03-01,668,7,463,403,127,17569.23,1
477,2025-11-01,669,7,202,403,23,17920.26,1
478,2025-03-19,670,8,316,403,180,26952.95,1
479,2025-07-25,671,7,14,401,44,21942.93,1
480,2024-03-25,672,8,356,401,39,28506.89,1
481,2025-03-13,673,6,409,402,185,12919.02,1
482,2024-06-10,674,8,265,402,154,24939.32,1
483,2022-07-26,675,8,386,400,40,28300.77,1
484,2022-04-28,676,7,104,402,194,17014.32,1
485,2023-09-26,677,6,385,401,167,14774.7,1
486,2022-06-08,679,8,234,402,78,27433.83,1
487,2022-12-10,680,6,12,400,99,15127.26,1
488,2023-01-23,683,7,166,403,151,21384.86,1
489,2024-10-13,685,6,79,400,197,13337.17,1
490,2024-01-11,686,6,216,400,122,15275.0,1
491,2025-12-01,687,8,140,401,136,29941.35,1
492,2023-08-03,689,6,409,402,23,14919.5,1
493,2023-06-17,690,8,253,401,129,25583.24,1
494,2024-06-08,691,8,468,402,58,26962.0,1
495,2022-01-04,692,6,237,400,106,13018.48,1
496,2024-12-20,693,7,47,403,72,16248.41,1
497,2024-07-12,694,7,366,403,116,16611.74,1
498,2022-05-21,696,7,455,400,54,17890.7,1
499,2024-09-05,697,8,41,400,23,24324.4,1
500,2023-06-07,699,8,162,403,36,28207.49,1
501,2025-04-06,700,6,482,401,189,14970.77,1
502,2022-05-29,701,7,181,402,179,17562.57,1
503,2022-11-24,702,8,284,401,86,28516.25,1
504,2025-03-11,703,8,440,402,104,24794.24,1
505,2024-10-22,704,7,278,403,58,16441.23,1
506,2022-09-01,706,8,229,402,188,29561.49,1
507,2025-11-02,707,7,334,403,8,16374.43,1
508,2025-11-01,708,7,191,400,190,18044.21,1
509,2025-06-09,709,6,22,403,145,15141.31,1
510,2022-02-26,710,6,61,401,66,15813.65,1
511,2023-07-04,711,7,100,401,124,18768.81,1
512,2022-04-02,713,8,436,401,145,29412.86,1
513,2022-02-10,715,8,472,402,20,29804.42,1
514,2022-05-27,716,8,182,402,124,28552.31,1
515,2025-06-06,717,7,471,400,3,16331.29,1
516,2024-11-01,719,7,59,403,72,18765.66,1
517,2023-06-15,721,7,199,403,80,18749.58,1
518,2025-06-29,722,7,305,402,19,16443.0,1
519,2025-09-14,723,7,472,401,4,18235.06,1
520,2025-04-27,724,7,184,401,153,19569.43,1
521,2024-05-29,725,8,349,401,3,28187.77,1
522,2023-01-15,728,7,429,400,197,17135.76,1
523,2024-03-14,729,8,290,403,14,25023.59,1
524,2025-07-27,730,6,310,402,176,13709.99,1
525,2024-02-13,732,6,297,400,28,14619.52,1
526,2022-04-15,733,7,358,401,82,18090.66,1
527,2023-01-24,734,6,267,403,48,13976.96,1
528,2022-01-10,735,6,325,403,182,13316.99,1
529,2024-09-08,737,7,96,401,57,19475.76,1
530,2025-01-04,738,7,73,401,58,21152.42,1
531,2022-08-01,739,6,280,402,105,12908.42,1
532,2024-10-13,740,8,32,401,37,28581.19,1
533,2023-03-17,741,7,304,402,105,16706.62,1
534,2025-12-17,742,7,61,403,18,18036.31,1
535,2023-11-15,744,6,247,402,93,14141.67,1
