customer_product_id,customer_key,product_key,category_key,category_name,acquisition_date,status
69,91,6,3,Solar & Storage,2025-05-20,Active
70,93,6,3,Solar & Storage,2024-08-31,Active
71,94,7,3,Solar & Storage,2024-07-24,Active
72,95,6,3,Solar & Storage,2025-01-29,Active
73,97,8,3,Solar & Storage,2025-11-14,Active
74,98,7,3,Solar & Storage,2022-06-04,Active
75,99,8,3,Solar & Storage,2025-01-05,Active
76,100,7,3,Solar & Storage,2024-01-07,Active
77,101,7,3,Solar & Storage,2023-09-15,Active
78,103,7,3,Solar & Storage,2022-06-04,Active
79,105,6,3,Solar & Storage,2023-02-13,Active
80,106,8,3,Solar & Storage,2024-11-08,Active
81,108,8,3,Solar & Storage,2024-06-13,Active
82,109,8,3,Solar & Storage,2025-05-10,Active
83,110,6,3,Solar & Storage,2023-11-05,Active
84,111,8,3,Solar & Storage,2024-06-08,Active
85,112,6,3,Solar & Storage,2024-05-26,Active
86,113,7,3,Solar & Storage,2023-02-23,Active
87,114,6,3,Solar & Storage,2025-12-17,Active
88,115,7,3,Solar & Storage,2025-05-13,Active
89,116,7,3,Solar & Storage,2022-04-17,Active
90,119,8,3,Solar & Storage,2023-03-31,Active
91,121,8,3,Solar & Storage,2025-05-31,Active
92,122,8,3,Solar & Storage,2023-08-18,Active
93,124,7,3,Solar & Storage,2024-03-16,Active
94,125,8,3,Solar & Storage,2022-09-17,Active
95,126,7,3,Solar & Storage,2023-10-31,Active
96,127,7,3,Solar & Storage,2023-08-10,Active
97,130,7,3,Solar & Storage,2022-05-12,Active
98,132,7,3,Solar & Storage,2022-01-16,Active
99,135,7,3,Solar & Storage,2025-08-25,Active
100,136,8,3,Solar & Storage,2024-03-27,Active
101,138,8,3,Solar & Storage,2023-11-21,Active
102,141,7,3,Solar & Storage,2025-12-08,Active
103,145,8,3,Solar & Storage,2022-07-29,Active
104,146,6,3,Solar & Storage,2025-03-01,Active
105,147,6,3,Solar & Storage,2025-09-29,Active
106,148,6,3,Solar & Storage,2024-01-05,Active
107,152,6,3,Solar & Storage,2023-01-24,Active
108,155,8,3,Solar & Storage,2022-04-15,Active
109,156,8,3,Solar & Storage,2023-07-07,Active
110,158,7,3,Solar & Storage,2022-08-22,Active
111,159,6,3,Solar & Storage,2023-11-03,Active
112,160,6,3,Solar & Storage,2025-10-07,Active
113,162,7,3,Solar & Storage,2023-07-20,Inactive
114,163,6,3,Solar & Storage,2025-08-30,Active
115,164,8,3,Solar & Storage,2024-06-17,Active
116,168,6,3,Solar & Storage,2024-07-07,Active
117,169,8,3,Solar & Storage,2025-01-09,Active
118,170,6,3,Solar & Storage,2025-02-19,Active
119,171,7,3,Solar & Storage,2024-02-21,Active
120,173,7,3,Solar & Storage,2023-09-05,Active
121,174,7,3,Solar & Storage,2023-04-08,Active
122,175,8,3,Solar & Storage,2025-09-19,Active
123,176,8,3,Solar & Storage,2022-02-07,Active
124,177,8,3,Solar & Storage,2023-01-19,Active
125,179,7,3,Solar & Storage,2023-06-03,Inactive
126,180,6,3,Solar & Storage,2022-07-08,Active
127,181,8,3,Solar & Storage,2022-02-08,Active
128,182,6,3,Solar & Storage,2023-12-07,Active
129,185,7,3,Solar & Storage,2023-09-07,Active
130,188,7,3,Solar & Storage,2025-01-01,Active
131,189,8,3,Solar & Storage,2023-11-10,Inactive
132,190,7,3,Solar & Storage,2023-12-07,Active
133,191,7,3,Solar & Storage,2022-06-15,Active
134,192,8,3,Solar & Storage,2025-10-12,Active
135,193,8,3,Solar & Storage,2023-07-02,Active
136,194,6,3,Solar & Storage,2022-07-22,Active
137,195,7,3,Solar & Storage,2022-01-25,Active
138,197,7,3,Solar & Storage,2024-12-23,Active
139,198,7,3,Solar & Storage,2024-08-26,Active
140,199,6,3,Solar & Storage,2022-10-09,Active
141,201,7,3,Solar & Storage,2022-07-03,Active
142,202,6,3,Solar & Storage,2025-12-19,Active
143,204,7,3,Solar & Storage,2023-08-08,Active
144,205,6,3,Solar & Storage,2025-01-26,Active
145,209,6,3,Solar & Storage,2024-09-10,Active
146,210,7,3,Solar & Storage,2022-04-16,Active
147,211,7,3,Solar & Storage,2025-04-01,Active
148,212,7,3,Solar & Storage,2024-02-28,Active
149,213,8,3,Solar & Storage,2023-04-29,Active
150,214,6,3,Solar & Storage,2023-07-20,Active
151,216,6,3,Solar & Storage,2022-07-20,Active
152,217,6,3,Solar & Storage,2022-10-22,Active
153,218,8,3,Solar & Storage,2023-03-07,Active
154,219,8,3,Solar & Storage,2022-11-26,Active
155,221,8,3,Solar & Storage,2024-08-06,Active
156,222,8,3,Solar & Storage,2022-04-10,Active
157,223,7,3,Solar & Storage,2024-05-09,Active
158,224,6,3,Solar & Storage,2022-01-28,Active
159,225,8,3,Solar & Storage,2023-06-09,Inactive
160,226,8,3,Solar & Storage,2025-03-13,Active
161,228,8,3,Solar & Storage,2025-04-01,Active
162,229,7,3,Solar & Storage,2022-11-16,Active
163,230,7,3,Solar & Storage,2024-03-15,Active
164,231,8,3,Solar & Storage,2025-05-09,Active
165,232,6,3,Solar & Storage,2025-09-17,Active
166,233,6,3,Solar & Storage,2022-07-21,Active
167,235,6,3,Solar & Storage,2025-04-07,Active
168,236,7,3,Solar & Storage,2022-03-12,Active
169,237,8,3,Solar & Storage,2025-05-25,Active
170,238,6,3,Solar & Storage,2022-03-25,Active
171,239,6,3,Solar & Storage,2025-04-23,Active
172,240,6,3,Solar & Storage,2025-02-25,Active
173,241,8,3,Solar & Storage,2024-12-26,Active
174,242,7,3,Solar & Storage,2025-10-16,Active
175,243,6,3,Solar & Storage,2024-12-05,Active
176,244,6,3,Solar & Storage,2024-07-27,Active
177,245,6,3,Solar & Storage,2025-01-20,Active
178,246,7,3,Solar & Storage,2022-01-19,Active
179,250,6,3,Solar & Storage,2024-03-22,Active
180,251,7,3,Solar & Storage,2022-03-06,Active
181,252,8,3,Solar & Storage,2023-04-06,Inactive
182,254,8,3,Solar & Storage,2022-08-17,Active
183,256,8,3,Solar & Storage,2023-01-17,Active
184,258,6,3,Solar & Storage,2024-04-25,Active
185,259,7,3,Solar & Storage,2025-10-31,Active
186,262,8,3,Solar & Storage,2024-01-06,Active
187,263,6,3,Solar & Storage,2023-05-07,Active
188,264,8,3,Solar & Storage,2024-02-08,Active
189,266,6,3,Solar & Storage,2024-01-17,Active
190,267,7,3,Solar & Storage,2022-08-27,Active
191,268,7,3,Solar & Storage,2025-10-14,Active
192,269,8,3,Solar & Storage,2025-04-21,Active
193,271,8,3,Solar & Storage,2022-03-23,Inactive
194,272,6,3,Solar & Storage,2022-06-11,Active
195,273,6,3,Solar & Storage,2023-08-25,Active
196,274,8,3,Solar & Storage,2024-12-29,Active
197,277,8,3,Solar & Storage,2023-08-11,Active
198,278,7,3,Solar & Storage,2024-08-27,Active
199,279,8,3,Solar & Storage,2022-03-05,Active
200,281,6,3,Solar & Storage,2025-04-09,Active
201,282,8,3,Solar & Storage,2024-06-08,Active
202,284,8,3,Solar & Storage,2025-10-04,Active
203,286,7,3,Solar & Storage,2022-09-23,Active
204,287,7,3,Solar & Storage,2025-07-06,Active
205,288,8,3,Solar & Storage,2022-05-17,Active
206,289,8,3,Solar & Storage,2024-06-16,Active
207,290,6,3,Solar & Storage,2024-06-03,Active
208,292,7,3,Solar & Storage,2025-08-24,Active
209,293,6,3,Solar & Storage,2025-07-21,Active
210,294,7,3,Solar & Storage,2025-06-09,Active
211,295,6,3,Solar & Storage,2024-05-10,Active
212,297,8,3,Solar & Storage,2025-05-29,Active
213,298,7,3,Solar & Storage,2025-04-21,Inactive
214,299,6,3,Solar & Storage,2023-12-06,Active
215,300,8,3,Solar & Storage,2022-06-11,Active
216,301,8,3,Solar & Storage,2025-01-22,Active
217,302,8,3,Solar & Storage,2025-08-13,Active
218,303,8,3,Solar & Storage,2023-06-19,Active
219,304,6,3,Solar & Storage,2023-01-12,Active
220,306,6,3,Solar & Storage,2024-12-31,Active
221,307,8,3,Solar & Storage,2024-10-17,Active
222,308,7,3,Solar & Storage,2025-11-11,Active
223,313,7,3,Solar & Storage,2025-03-18,Active
224,315,6,3,Solar & Storage,2024-12-16,Active
225,316,6,3,Solar & Storage,2022-04-11,Active
226,317,8,3,Solar & Storage,2022-12-19,Active
227,318,7,3,Solar & Storage,2022-11-18,Active
228,319,8,3,Solar & Storage,2025-10-16,Active
229,321,8,3,Solar & Storage,2023-07-22,Active
230,322,6,3,Solar & Storage,2024-07-22,Active
231,323,8,3,Solar & Storage,2025-02-03,Active
232,325,6,3,Solar & Storage,2023-02-20,Active
233,326,7,3,Solar & Storage,2022-10-15,Active
234,328,8,3,Solar & Storage,2023-11-12,Active
235,329,6,3,Solar & Storage,2023-02-16,Active
236,330,6,3,Solar & Storage,2022-03-18,Active
237,331,7,3,Solar & Storage,2023-03-06,Active
238,332,8,3,Solar & Storage,2022-07-26,Active
239,335,7,3,Solar & Storage,2025-10-08,Active
240,338,7,3,Solar & Storage,2023-11-11,Active
241,339,7,3,Solar & Storage,2024-12-26,Active
242,341,7,3,Solar & Storage,2023-01-27,Active
243,343,6,3,Solar & Storage,2023-05-14,Active
244,346,7,3,Solar & Storage,2023-08-01,Active
245,348,8,3,Solar & Storage,2024-12-04,Active
246,349,7,3,Solar & Storage,2025-06-19,Active
247,350,7,3,Solar & Storage,2022-06-09,Active
248,351,7,3,Solar & Storage,2023-04-26,Inactive
249,352,8,3,Solar & Storage,2023-05-27,Active
250,353,8,3,Solar & Storage,2024-03-31,Active
251,354,6,3,Solar & Storage,2022-04-23,Active
252,357,6,3,Solar & Storage,2023-08-21,Active
253,359,7,3,Solar & Storage,2022-01-05,Active
254,360,7,3,Solar & Storage,2025-12-01,Active
255,362,6,3,Solar & Storage,2023-03-25,Active
256,364,8,3,Solar & Storage,2022-03-26,Active
257,365,7,3,Solar & Storage,2023-10-03,Active
258,368,6,3,Solar & Storage,2023-12-22,Active
259,369,8,3,Solar & Storage,2023-09-17,Active
260,371,7,3,Solar & Storage,2022-02-10,Active
261,372,6,3,Solar & Storage,2025-02-02,Active
262,373,7,3,Solar & Storage,2025-11-19,Active
263,374,8,3,Solar & Storage,2023-11-19,Active
264,375,6,3,Solar & Storage,2024-03-06,Active
265,377,8,3,Solar & Storage,2024-09-14,Active
266,378,6,3,Solar & Storage,2024-06-28,Active
267,379,7,3,Solar & Storage,2025-05-30,Active
268,380,6,3,Solar & Storage,2025-06-18,Active
269,381,7,3,Solar & Storage,2023-02-20,Active
270,382,8,3,Solar & Storage,2024-07-06,Active
271,383,6,3,Solar & Storage,2022-11-29,Active
272,384,6,3,Solar & Storage,2023-10-23,Active
273,385,7,3,Solar & Storage,2025-09-06,Active
274,386,6,3,Solar & Storage,2024-11-16,Active
275,389,8,3,Solar & Storage,2022-08-07,Active
276,390,8,3,Solar & Storage,2024-05-23,Active
277,391,6,3,Solar & Storage,2024-12-02,Active
278,392,6,3,Solar & Storage,2024-10-18,Active
279,394,7,3,Solar & Storage,2025-10-11,Active
280,395,7,3,Solar & Storage,2025-08-10,Active
281,397,7,3,Solar & Storage,2022-10-23,Active
282,398,6,3,Solar & Storage,2022-06-13,Active
283,400,8,3,Solar & Storage,2024-05-07,Active
284,401,6,3,Solar & Storage,2024-06-15,Active
285,402,7,3,Solar & Storage,2024-07-01,Active
286,404,6,3,Solar & Storage,2025-06-21,Active
287,405,7,3,Solar & Storage,2023-03-21,Active
288,406,6,3,Solar & Storage,2025-05-11,Active
289,408,6,3,Solar & Storage,2025-03-06,Active
290,409,8,3,Solar & Storage,2025-03-21,Active
291,410,7,3,Solar & Storage,2022-06-04,Active
292,414,7,3,Solar & Storage,2023-03-03,Active
293,415,8,3,Solar & Storage,2023-06-27,Active
294,416,6,3,Solar & Storage,2023-07-26,Active
295,417,7,3,Solar & Storage,2024-03-22,Active
296,418,8,3,Solar & Storage,2025-08-22,Active
297,419,7,3,Solar & Storage,2024-03-08,Active
298,421,6,3,Solar & Storage,2023-01-24,Active
299,422,7,3,Solar & Storage,2025-03-18,Active
300,426,6,3,Solar & Storage,2023-09-11,Active
301,428,8,3,Solar & Storage,2023-03-08,Active
302,432,7,3,Solar & Storage,2023-03-19,Inactive
303,433,6,3,Solar & Storage,2022-11-27,Active
304,435,7,3,Solar & Storage,2024-03-24,Active
305,436,7,3,Solar & Storage,2024-09-02,Active
306,437,6,3,Solar & Storage,2025-07-12,Inactive
307,438,8,3,Solar & Storage,2023-02-04,Active
308,442,7,3,Solar & Storage,2025-04-19,Active
309,443,8,3,Solar & Storage,2023-06-30,Active
310,445,8,3,Solar & Storage,2025-07-24,Active
311,446,7,3,Solar & Storage,2023-06-01,Active
312,447,8,3,Solar & Storage,2023-05-23,Inactive
313,448,7,3,Solar & Storage,2024-12-11,Active
314,449,8,3,Solar & Storage,2025-06-11,Active
315,452,6,3,Solar & Storage,2025-03-11,Active
316,453,6,3,Solar & Storage,2023-10-26,Active
317,454,7,3,Solar & Storage,2024-03-18,Active
318,456,8,3,Solar & Storage,2022-04-06,Active
319,457,6,3,Solar & Storage,2024-07-13,Inactive
320,458,7,3,Solar & Storage,2024-11-12,Active
321,459,7,3,Solar & Storage,2024-04-24,Inactive
322,460,8,3,Solar & Storage,2024-05-19,Active
323,461,8,3,Solar & Storage,2023-11-16,Active
324,462,7,3,Solar & Storage,2022-07-11,Active
325,464,7,3,Solar & Storage,2022-04-28,Active
326,466,8,3,Solar & Storage,2025-09-19,Active
327,467,7,3,Solar & Storage,2022-05-03,Active
328,468,8,3,Solar & Storage,2024-08-05,Inactive
329,469,7,3,Solar & Storage,2022-07-02,Active
330,470,8,3,Solar & Storage,2025-02-27,Active
331,471,6,3,Solar & Storage,2022-11-27,Inactive
332,473,8,3,Solar & Storage,2022-08-24,Active
333,474,6,3,Solar & Storage,2023-12-04,Active
334,475,6,3,Solar & Storage,2025-11-08,Active
335,478,7,3,Solar & Storage,2022-11-11,Active
336,479,7,3,Solar & Storage,2025-07-30,Active
337,482,7,3,Solar & Storage,2023-07-30,Active
338,483,8,3,Solar & Storage,2024-07-11,Active
339,484,7,3,Solar & Storage,2024-06-23,Active
340,486,6,3,Solar & Storage,2025-02-10,Active
341,487,7,3,Solar & Storage,2023-12-31,Active
342,488,6,3,Solar & Storage,2025-11-20,Active
343,489,7,3,Solar & Storage,2025-04-15,Active
344,491,7,3,Solar & Storage,2023-10-21,Active
345,492,7,3,Solar & Storage,2024-02-04,Active
346,493,6,3,Solar & Storage,2024-09-19,Active
347,494,7,3,Solar & Storage,2023-07-14,Active
348,495,6,3,Solar & Storage,2024-05-01,Active
349,496,7,3,Solar & Storage,2023-08-20,Active
350,497,6,3,Solar & Storage,2025-12-09,Active
351,498,6,3,Solar & Storage,2023-12-31,Active
352,499,8,3,Solar & Storage,2024-02-18,Active
353,501,6,3,Solar & Storage,2025-05-13,Active
354,502,7,3,Solar & Storage,2024-09-11,Active
355,503,7,3,Solar & Storage,2023-12-06,Active
356,504,6,3,Solar & Storage,2025-11-18,Active
357,509,7,3,Solar & Storage,2023-01-24,Active
358,510,6,3,Solar & Storage,2024-04-28,Active
359,512,7,3,Solar & Storage,2022-06-07,Active
360,513,8,3,Solar & Storage,2024-07-14,Active
361,514,8,3,Solar & Storage,2025-08-14,Active
362,516,8,3,Solar & Storage,2024-06-20,Active
363,518,6,3,Solar & Storage,2025-02-01,Active
364,520,6,3,Solar & Storage,2025-05-08,Active
365,521,7,3,Solar & Storage,2022-06-15,Active
366,522,6,3,Solar & Storage,2025-03-18,Active
367,523,7,3,Solar & Storage,2023-04-07,Active
368,524,6,3,Solar & Storage,2025-10-19,Active
369,525,7,3,Solar & Storage,2025-04-14,Active
370,526,8,3,Solar & Storage,2023-02-18,Active
371,527,7,3,Solar & Storage,2023-02-12,Inactive
372,528,6,3,Solar & Storage,2023-08-26,Active
373,529,7,3,Solar & Storage,2022-08-11,Active
374,530,7,3,Solar & Storage,2022-02-20,Active
375,531,7,3,Solar & Storage,2022-05-28,Active
376,532,7,3,Solar & Storage,2023-07-13,Active
377,533,7,3,Solar & Storage,2025-02-24,Active
378,534,6,3,Solar & Storage,2022-09-24,Active
379,535,7,3,Solar & Storage,2024-06-16,Active
380,536,7,3,Solar & Storage,2024-06-25,Active
381,537,7,3,Solar & Storage,2023-09-05,Active
382,538,6,3,Solar & Storage,2023-12-03,Active
383,539,7,3,Solar & Storage,2025-01-31,Active
384,540,7,3,Solar & Storage,2023-10-27,Active
385,541,7,3,Solar & Storage,2025-12-16,Active
386,543,8,3,Solar & Storage,2024-10-14,Active
387,544,8,3,Solar & Storage,2025-04-30,Active
388,547,7,3,Solar & Storage,2022-12-15,Active
389,549,8,3,Solar & Storage,2022-09-13,Active
390,550,8,3,Solar & Storage,2025-03-29,Active
391,552,8,3,Solar & Storage,2023-07-08,Active
392,553,7,3,Solar & Storage,2022-10-31,Active
393,554,6,3,Solar & Storage,2023-12-20,Active
394,555,8,3,Solar & Storage,2022-04-06,Active
395,556,6,3,Solar & Storage,2023-08-27,Active
396,557,7,3,Solar & Storage,2024-01-25,Active
397,560,6,3,Solar & Storage,2023-03-21,Active
398,561,8,3,Solar & Storage,2023-09-06,Active
399,562,7,3,Solar & Storage,2024-01-01,Active
400,563,8,3,Solar & Storage,2022-04-15,Active
401,564,7,3,Solar & Storage,2022-07-04,Active
402,565,8,3,Solar & Storage,2022-03-09,Active
403,566,8,3,Solar & Storage,2023-09-21,Active
404,567,8,3,Solar & Storage,2024-03-23,Active
405,568,6,3,Solar & Storage,2024-06-17,Active
406,570,8,3,Solar & Storage,2022-08-19,Inactive
407,571,8,3,Solar & Storage,2023-11-01,Active
408,572,6,3,Solar & Storage,2025-12-18,Active
409,574,7,3,Solar & Storage,2025-11-10,Active
410,576,6,3,Solar & Storage,2024-05-03,Active
411,577,6,3,Solar & Storage,2024-07-21,Active
412,578,7,3,Solar & Storage,2024-11-23,Active
413,579,6,3,Solar & Storage,2023-11-16,Active
414,580,7,3,Solar & Storage,2025-11-12,Active
415,581,6,3,Solar & Storage,2022-04-17,Active
416,583,7,3,Solar & Storage,2024-06-22,Active
417,585,7,3,Solar & Storage,2025-10-14,Active
418,586,7,3,Solar & Storage,2022-11-05,Active
419,588,7,3,Solar & Storage,2024-09-13,Active
420,589,8,3,Solar & Storage,2024-05-07,Active
421,590,6,3,Solar & Storage,2025-01-27,Active
422,591,6,3,Solar & Storage,2024-09-28,Active
423,592,8,3,Solar & Storage,2023-03-04,Active
424,594,6,3,Solar & Storage,2025-07-06,Active
425,595,8,3,Solar & Storage,2023-07-12,Active
426,596,6,3,Solar & Storage,2023-07-19,Active
427,597,8,3,Solar & Storage,2023-12-13,Active
428,598,8,3,Solar & Storage,2022-06-06,Active
429,601,6,3,Solar & Storage,2022-03-03,Active
430,602,7,3,Solar & Storage,2023-09-23,Active
431,603,8,3,Solar & Storage,2024-10-11,Active
432,604,7,3,Solar & Storage,2023-07-29,Active
433,605,8,3,Solar & Storage,2025-08-26,Active
434,606,6,3,Solar & Storage,2024-03-12,Active
435,608,8,3,Solar & Storage,2025-08-13,Active
436,609,8,3,Solar & Storage,2022-03-15,Active
437,610,7,3,Solar & Storage,2023-01-16,Active
438,614,7,3,Solar & Storage,2023-07-01,Active
439,615,6,3,Solar & Storage,2024-10-11,Active
440,616,6,3,Solar & Storage,2024-01-14,Active
441,617,6,3,Solar & Storage,2023-08-08,Active
442,618,6,3,Solar & Storage,2025-06-13,Active
443,619,7,3,Solar & Storage,2023-05-05,Active
444,620,8,3,Solar & Storage,2022-09-24,Active
445,621,7,3,Solar & Storage,2022-08-10,Active
446,622,7,3,Solar & Storage,2022-07-03,Active
447,623,7,3,Solar & Storage,2024-12-15,Active
448,624,6,3,Solar & Storage,2022-03-18,Active
449,626,6,3,Solar & Storage,2025-01-28,Active
450,627,7,3,Solar & Storage,2025-09-15,Active
451,628,6,3,Solar & Storage,2023-05-21,Active
452,631,8,3,Solar & Storage,2024-09-18,Active
453,632,6,3,Solar & Storage,2025-08-10,Active
454,633,7,3,Solar & Storage,2024-08-02,Active
455,635,7,3,Solar & Storage,2023-03-23,Active
456,636,6,3,Solar & Storage,2022-06-18,Active
457,640,8,3,Solar & Storage,2023-02-02,Active
458,644,7,3,Solar & Storage,2024-07-21,Active
459,645,8,3,Solar & Storage,2022-05-02,Active
460,647,8,3,Solar & Storage,2024-08-19,Active
461,648,8,3,Solar & Storage,2022-01-04,Active
462,649,7,3,Solar & Storage,2025-09-04,Active
463,651,7,3,Solar & Storage,2025-10-12,Active
464,652,6,3,Solar & Storage,2022-01-02,Active
465,653,6,3,Solar & Storage,2023-07-07,Active
466,654,6,3,Solar & Storage,2024-12-06,Active
467,655,7,3,Solar & Storage,2024-03-13,Active
468,656,6,3,Solar & Storage,2025-05-23,Active
469,660,6,3,Solar & Storage,2022-09-10,Active
470,661,6,3,Solar & Storage,2025-09-11,Active
471,662,6,3,Solar & Storage,2022-02-10,Active
472,663,7,3,Solar & Storage,2025-05-03,Active
473,665,6,3,Solar & Storage,2023-09-19,Active
474,666,6,3,Solar & Storage,2024-02-06,Active
475,667,6,3,Solar & Storage,2023-11-22,Active
476,668,7,3,Solar & Storage,2025-03-01,Active
477,669,7,3,Solar & Storage,2025-11-01,Active
478,670,8,3,Solar & Storage,2025-03-19,Active
479,671,7,3,Solar & Storage,2025-07-25,Active
480,672,8,3,Solar & Storage,2024-03-25,Active
481,673,6,3,Solar & Storage,2025-03-13,Active
482,674,8,3,Solar & Storage,2024-06-10,Active
483,675,8,3,Solar & Storage,2022-07-26,Active
484,676,7,3,Solar & Storage,2022-04-28,Active
485,677,6,3,Solar & Storage,2023-09-26,Active
486,679,8,3,Solar & Storage,2022-06-08,Active
487,680,6,3,Solar & Storage,2022-12-10,Active
488,683,7,3,Solar & Storage,2023-01-23,Active
489,685,6,3,Solar & Storage,2024-10-13,Active
490,686,6,3,Solar & Storage,2024-01-11,Active
491,687,8,3,Solar & Storage,2025-12-01,Active
492,689,6,3,Solar & Storage,2023-08-03,Active
493,690,8,3,Solar & Storage,2023-06-17,Active
494,691,8,3,Solar & Storage,2024-06-08,Active
495,692,6,3,Solar & Storage,2022-01-04,Inactive
496,693,7,3,Solar & Storage,2024-12-20,Active
497,694,7,3,Solar & Storage,2024-07-12,Active
498,696,7,3,Solar & Storage,2022-05-21,Active
499,697,8,3,Solar & Storage,2024-09-05,Active
500,699,8,3,Solar & Storage,2023-06-07,Active
501,700,6,3,Solar & Storage,2025-04-06,Active
502,701,7,3,Solar & Storage,2022-05-29,Active
503,702,8,3,Solar & Storage,2022-11-24,Active
504,703,8,3,Solar & Storage,2025-03-11,Active
505,704,7,3,Solar & Storage,2024-10-22,Active
506,706,8,3,Solar & Storage,2022-09-01,Active
507,707,7,3,Solar & Storage,2025-11-02,Active
508,708,7,3,Solar & Storage,2025-11-01,Active
509,709,6,3,Solar & Storage,2025-06-09,Active
510,710,6,3,Solar & Storage,2022-02-26,Active
511,711,7,3,Solar & Storage,2023-07-04,Active
512,713,8,3,Solar & Storage,2022-04-02,Active
513,715,8,3,Solar & Storage,2022-02-10,Active
514,716,8,3,Solar & Storage,2022-05-27,Active
515,717,7,3,Solar & Storage,2025-06-06,Active
516,719,7,3,Solar & Storage,2024-11-01,Active
517,721,7,3,Solar & Storage,2023-06-15,Active
518,722,7,3,Solar & Storage,2025-06-29,Active
519,723,7,3,Solar & Storage,2025-09-14,Active
520,724,7,3,Solar & Storage,2025-04-27,Active
521,725,8,3,Solar & Storage,2024-05-29,Active
522,728,7,3,Solar & Storage,2023-01-15,Active
523,729,8,3,Solar & Storage,2024-03-14,Active
524,730,6,3,Solar & Storage,2025-07-27,Active
525,732,6,3,Solar & Storage,2024-02-13,Inactive
526,733,7,3,Solar & Storage,2022-04-15,Active
527,734,6,3,Solar & Storage,2023-01-24,Active
528,735,6,3,Solar & Storage,2022-01-10,Active
529,737,7,3,Solar & Storage,2024-09-08,Active
530,738,7,3,Solar & Storage,2025-01-04,Active
531,739,6,3,Solar & Storage,2022-08-01,Active
532,740,8,3,Solar & Storage,2024-10-13,Active
533,741,7,3,Solar & Storage,2023-03-17,Active
534,742,7,3,Solar & Storage,2025-12-17,Active
